Name,Diagnosis
image_1.jpg,0.689350547036872
image_10.jpg,0.8782388720581584
image_100.jpg,0.6672499878359527
image_1000.jpg,0.09503295378366564
image_10000.jpg,0.14227616833885204
image_10001.jpg,0.21861680333054762
image_10002.jpg,0.9779043779351634
image_10003.jpg,0.34685082202295603
image_10004.jpg,0.9889380736069171
image_10005.jpg,0.40903962360875934
image_10006.jpg,0.029315231597950617
image_10007.jpg,0.9955838806493307
image_10008.jpg,0.27819791597692
image_10009.jpg,0.1704384623390606
image_1001.jpg,0.16739257294719456
image_10010.jpg,0.11144330414487628
image_10011.jpg,0.9115628510304065
image_10012.jpg,0.2623827473574219
image_10013.jpg,0.9180828517995809
image_10014.jpg,0.5487265117946306
image_10015.jpg,0.42792499940017437
image_10016.jpg,0.8585344733249691
image_10017.jpg,0.8800946489955127
image_10018.jpg,0.6838709702939733
image_10019.jpg,0.18825421586515703
image_1002.jpg,0.9430089684078747
image_10020.jpg,0.2076835390671201
image_10021.jpg,0.6877717416457071
image_10022.jpg,0.20243579127840305
image_10023.jpg,0.9156503396978943
image_10024.jpg,0.4308326568926651
image_10025.jpg,0.4359179353125119
image_10026.jpg,0.07360209127338913
image_10027.jpg,0.668150608447388
image_10028.jpg,0.020584595866543234
image_10029.jpg,0.20581252162587965
image_1003.jpg,0.30073617313604245
image_10030.jpg,0.14406874601793335
image_10031.jpg,0.9896002283121068
image_10032.jpg,0.6037366716840484
image_10033.jpg,0.09475695053020974
image_10034.jpg,0.1273439809828337
image_10035.jpg,0.8472577723063736
image_10036.jpg,0.35447175846768264
image_10037.jpg,0.9096548835267418
image_10038.jpg,0.03742966057274767
image_10039.jpg,0.30606529276295735
image_1004.jpg,0.6185958011497303
image_10040.jpg,0.7501619715327894
image_10041.jpg,0.05180071068684104
image_10042.jpg,0.19243771422152084
image_10043.jpg,0.9553953316639142
image_10044.jpg,0.12550703145371353
image_10045.jpg,0.8873456829131472
image_10046.jpg,0.016947303324280266
image_10047.jpg,0.06822260285020182
image_10048.jpg,0.21921550290119154
image_10049.jpg,0.7605755783178528
image_1005.jpg,0.9728020796906489
image_10050.jpg,0.045125135223656215
image_10051.jpg,0.7492736384579035
image_10052.jpg,0.494731521005382
image_10053.jpg,0.13314253031242923
image_10054.jpg,0.7928803630764354
image_10055.jpg,0.5569404201667263
image_10056.jpg,0.7616011663052812
image_10057.jpg,0.06750237305426157
image_10058.jpg,0.18251607581261511
image_10059.jpg,0.1270742047510946
image_1006.jpg,0.0978724702856748
image_10060.jpg,0.186539186863501
image_10061.jpg,0.3430937905303523
image_10062.jpg,0.9884758226493358
image_10063.jpg,0.7237490158976988
image_10064.jpg,0.013393406840190952
image_10065.jpg,0.0449091993825948
image_10066.jpg,0.8623532016071397
image_10067.jpg,0.1807736657707955
image_10068.jpg,0.1498211231972903
image_10069.jpg,0.36391292102911416
image_1007.jpg,0.3213349544773067
image_10070.jpg,0.6682910756727399
image_10071.jpg,0.7015070607560089
image_10072.jpg,0.9997230765687694
image_10073.jpg,0.11894368179920778
image_10074.jpg,0.043675887979235724
image_10075.jpg,0.14775533021855244
image_10076.jpg,0.9803115107613054
image_10077.jpg,0.8908634239191318
image_10078.jpg,0.31485425596387423
image_10079.jpg,0.4612627067498857
image_1008.jpg,0.8800826512927789
image_10080.jpg,0.19081275609423015
image_10081.jpg,0.20761593100375464
image_10082.jpg,0.12131213517439263
image_10083.jpg,0.33201874268299925
