Name,Diagnosis
image_1.jpg,0.6719147
image_10.jpg,0.96149904
image_100.jpg,0.75426024
image_1000.jpg,0.17328869
image_10000.jpg,0.14771461
image_10001.jpg,0.3159859
image_10002.jpg,0.97957766
image_10003.jpg,0.510331
image_10004.jpg,0.9950928
image_10005.jpg,0.4873707
image_10006.jpg,0.053754997
image_10007.jpg,0.9935547
image_10008.jpg,0.39822006
image_10009.jpg,0.18446007
image_1001.jpg,0.21469918
image_10010.jpg,0.2054596
image_10011.jpg,0.91430664
image_10012.jpg,0.18378983
image_10013.jpg,0.9232422
image_10014.jpg,0.62923586
image_10015.jpg,0.65964663
image_10016.jpg,0.89801025
image_10017.jpg,0.94135743
image_10018.jpg,0.67223513
image_10019.jpg,0.30556375
image_1002.jpg,0.94001466
image_10020.jpg,0.40508842
image_10021.jpg,0.69565886
image_10022.jpg,0.4572075
image_10023.jpg,0.9292542
image_10024.jpg,0.5563416
image_10025.jpg,0.46069032
image_10026.jpg,0.078704834
image_10027.jpg,0.7184631
image_10028.jpg,0.018777883
image_10029.jpg,0.20741959
image_1003.jpg,0.51559067
image_10030.jpg,0.15892068
image_10031.jpg,0.9904175
image_10032.jpg,0.7054352
image_10033.jpg,0.22129269
image_10034.jpg,0.13078499
image_10035.jpg,0.82948
image_10036.jpg,0.47117004
image_10037.jpg,0.94515383
image_10038.jpg,0.043869782
image_10039.jpg,0.43853799
image_1004.jpg,0.7103546
image_10040.jpg,0.7956726
image_10041.jpg,0.055295277
image_10042.jpg,0.24678421
image_10043.jpg,0.95654297
image_10044.jpg,0.15835534
image_10045.jpg,0.935376
image_10046.jpg,0.037924197
image_10047.jpg,0.09483033
image_10048.jpg,0.308811
image_10049.jpg,0.85559696
image_1005.jpg,0.9829468
image_10050.jpg,0.04350109
image_10051.jpg,0.8322388
image_10052.jpg,0.76307374
image_10053.jpg,0.17430197
image_10054.jpg,0.8668457
image_10055.jpg,0.86597294
image_10056.jpg,0.8067566
image_10057.jpg,0.12588005
image_10058.jpg,0.33251953
image_10059.jpg,0.12240829
image_1006.jpg,0.09335518
image_10060.jpg,0.25362548
image_10061.jpg,0.401297
image_10062.jpg,0.99533695
image_10063.jpg,0.72333986
image_10064.jpg,0.014474488
image_10065.jpg,0.036837388
image_10066.jpg,0.88184816
image_10067.jpg,0.27187577
